,Date,Timestamp,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido
,,,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking
,,,terra,moonriver,moonbeam,ethereum,solana,Total,terra,moonriver,moonbeam,ethereum,ethereum,ethereum,solana,Total,Total,Total,Total,Total,Total,Total,terra,moonriver,moonbeam,ethereum,ethereum,ethereum,solana,Total,Total,Total,Total,Total,Total,Total
,,,TVL,TVL,TVL,TVL,TVL,TVL,Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens
,,,,,,,,,terra-luna,kusama,polkadot,ethereum,WETH,MATIC,solana,ethereum,terra-luna,WETH,solana,kusama,MATIC,polkadot,terra-luna,kusama,polkadot,ethereum,WETH,MATIC,solana,ethereum,terra-luna,WETH,solana,kusama,MATIC,polkadot
,27/06/2023,1687824000,0,527526.7832785368,3171561.2250359105,13915160289.401894,45924340.011454605,13964783717.421665,,527526.7832785368,3171561.2250359105,,13825945141.837069,89215147.5648259,45924340.011454605,,,13825945141.837069,45924340.011454605,527526.7832785368,89215147.5648259,3171561.2250359105,,21435.464578567116,630529.07058368,,7424123.471963201,138020618.4576276,2820905.406109005,,,7424123.471963201,2820905.406109005,21435.464578567116,138020618.4576276,630529.07058368
,28/06/2023,1687910400,0,546152.7990083409,3177866.515741747,14000996098.330265,45988695.23956927,14050708812.884583,,546152.7990083409,3177866.515741747,,13911433007.681067,89563090.64919849,45988695.23956927,,,13911433007.681067,45988695.23956927,546152.7990083409,89563090.64919849,3177866.515741747,,21426.159239244447,630529.07058368,,7431638.64250666,138081039.87222007,2823124.324098789,,,7431638.64250666,2823124.324098789,21426.159239244447,138081039.87222007,630529.07058368
,29/06/2023,1687996800,0,524940.901361489,3076981.864448358,13709414929.43201,44989841.87120913,13758006694.069029,,524940.901361489,3076981.864448358,,13624619748.08466,84795181.34735192,44989841.87120913,,,13624619748.08466,44989841.87120913,524940.901361489,84795181.34735192,3076981.864448358,,21426.159239244447,630529.07058368,,7446734.412298064,138267065.2082879,2818912.397945434,,,7446734.412298064,2818912.397945434,21426.159239244447,138267065.2082879,630529.07058368
,30/06/2023,1688083200,0,539728.6032747434,3127424.1900950526,13896350522.320873,51060825.494532935,13951078500.608778,,539728.6032747434,3127424.1900950526,,13810045518.48737,86305003.83350362,51060825.494532935,,,13810045518.48737,51060825.494532935,539728.6032747434,86305003.83350362,3127424.1900950526,,21400.81694190101,630529.07058368,,7460534.130608818,138332578.13174272,2810172.014008417,,,7460534.130608818,2810172.014008417,21400.81694190101,138332578.13174272,630529.07058368
,01/07/2023,1688169600,0,541018.1084743598,3259835.2949176254,14579625925.699057,52046247.44644284,14635473026.548893,,541018.1084743598,3259835.2949176254,,14488237612.724249,91388312.97480737,52046247.44644284,,,14488237612.724249,52046247.44644284,541018.1084743598,91388312.97480737,3259835.2949176254,,21358.78833297907,630529.07058368,,7489202.973675661,138480988.96981722,2768417.417363981,,,7489202.973675661,2768417.417363981,21358.78833297907,138480988.96981722,630529.07058368
,02/07/2023,1688256000,0,554901.3208907963,3354414.6555051776,14560212178.795221,53930980.26657836,14618052475.038197,,554901.3208907963,3354414.6555051776,,14466548490.654293,93663688.14092834,53930980.26657836,,,14466548490.654293,53930980.26657836,554901.3208907963,93663688.14092834,3354414.6555051776,,21358.78833297907,630529.07058368,,7526546.114685882,138840621.42432526,2868669.16311587,,,7526546.114685882,2868669.16311587,21358.78833297907,138840621.42432526,630529.07058368
,03/07/2023,1688342400,0,562733.956918425,3486825.7603277504,14694392433.136353,55366930.17802705,14753808923.031626,,562733.956918425,3486825.7603277504,,14599795407.636366,94597025.499986,55366930.17802705,,,14599795407.636366,55366930.17802705,562733.956918425,94597025.499986,3486825.7603277504,,21339.930106879976,630529.07058368,,7533317.548044337,138882686.68634868,2868752.858965132,,,7533317.548044337,2868752.858965132,21339.930106879976,138882686.68634868,630529.07058368
,04/07/2023,1688428800,0,564441.1513269752,3423772.853269382,14844251469.805035,55492705.45144246,14903732389.261074,,564441.1513269752,3423772.853269382,,14745487723.868963,98763745.93607108,55492705.45144246,,,14745487723.868963,55492705.45144246,564441.1513269752,98763745.93607108,3423772.853269382,,21339.930106879972,630529.07058368,,7542256.067041233,138757559.91535363,2867840.075009946,,,7542256.067041233,2867840.075009946,21339.930106879972,138757559.91535363,630529.07058368
,05/07/2023,1688515200,0,542887.8219190266,3373330.5276226876,14726616766.272514,54638291.19725646,14785171275.819311,,542887.8219190266,3373330.5276226876,,14630049857.22026,96566909.0522533,54638291.19725646,,,14630049857.22026,54638291.19725646,542887.8219190266,96566909.0522533,3373330.5276226876,,21339.930106879972,630529.07058368,,7550369.960271802,138892233.97158393,2851685.34432445,,,7550369.960271802,2851685.34432445,21339.930106879972,138892233.97158393,630529.07058368
,06/07/2023,1688601600,0,530297.2631559673,3272445.876329299,14478458266.269955,55011513.493465506,14537272522.902906,,530297.2631559673,3272445.876329299,,14385880850.225655,92577416.04430062,55011513.493465506,,,14385880850.225655,55011513.493465506,530297.2631559673,92577416.04430062,3272445.876329299,,21339.930106879972,630529.07058368,,7558110.53564239,138945253.38825554,2853294.268333273,,,7558110.53564239,2853294.268333273,21339.930106879972,138945253.38825554,630529.07058368
,07/07/2023,1688688000,0,507966.6636316423,3171561.2250359105,14075115761.63249,57231646.20112802,14136026935.722286,,507966.6636316423,3171561.2250359105,,13982963488.032223,92152273.60026772,57231646.20112802,,,13982963488.032223,57231646.20112802,507966.6636316423,92152273.60026772,3171561.2250359105,,21165.27765131843,630529.07058368,,7577938.396523029,139089373.62312874,2848762.877109409,,,7577938.396523029,2848762.877109409,21165.27765131843,139089373.62312874,630529.07058368
,08/07/2023,1688774400,0,516432.7746921696,3234614.132094278,14308097476.329636,61157964.09079164,14373006487.327213,,516432.7746921696,3234614.132094278,,14213872779.868467,94224696.46116756,61157964.09079164,,,14213872779.868467,61157964.09079164,516432.7746921696,94224696.46116756,3234614.132094278,,21165.27765131843,630529.07058368,,7605271.826356226,139056517.79983407,2830077.005589618,,,7605271.826356226,2830077.005589618,21165.27765131843,139056517.79983407,630529.07058368
,09/07/2023,1688860800,0,512199.719161906,3234614.132094278,14289354485.640255,62024851.302138865,14355126150.79365,,512199.719161906,3234614.132094278,,14194500092.986288,94854392.65396729,62024851.302138865,,,14194500092.986288,62024851.302138865,512199.719161906,94854392.65396729,3234614.132094278,,21165.27765131843,630529.07058368,,7608381.087983903,138629600.11044154,2830892.346058369,,,7608381.087983903,2830892.346058369,21165.27765131843,138629600.11044154,630529.07058368
,10/07/2023,1688947200,0,493423.78174200375,3184171.8064475837,14267715255.681728,57543558.1195886,14328936409.389507,,493423.78174200375,3184171.8064475837,,14173067662.532957,94647593.14877124,57543558.1195886,,,14173067662.532957,57543558.1195886,493423.78174200375,94647593.14877124,3184171.8064475837,,21104.524454320093,630529.07058368,,7618740.982606452,138738979.6067881,2724600.289753248,,,7618740.982606452,2724600.289753248,21104.524454320093,138738979.6067881,630529.07058368
,11/07/2023,1689033600,0,499333.0485892134,3215698.2599767675,14407017636.075026,57881545.736342445,14468614213.119936,,499333.0485892134,3215698.2599767675,,14305773358.825169,101244277.2498561,57881545.736342445,,,14305773358.825169,57881545.736342445,499333.0485892134,101244277.2498561,3215698.2599767675,,21104.524454320093,630529.07058368,,7620682.259938936,137706659.73427722,2718719.856098753,,,7620682.259938936,2718719.856098753,21104.524454320093,137706659.73427722,630529.07058368
,12/07/2023,1689120000,0,502556.4551195758,3303972.3298584833,14438087500.786758,59962666.34789636,14501856695.919634,,502556.4551195758,3303972.3298584833,,14335621159.516645,102466341.27011278,59962666.34789636,,,14335621159.516645,59962666.34789636,502556.4551195758,102466341.27011278,3303972.3298584833,,21053.894223694,630529.07058368,,7627074.894532603,138054053.14349645,2703456.553106238,,,7627074.894532603,2703456.553106238,21053.894223694,138054053.14349645,630529.07058368
,13/07/2023,1689206400,0,502766.99406181264,3228308.8413884416,14461194730.012589,58916370.05332702,14523842175.901367,,502766.99406181264,3228308.8413884416,,14362600093.14351,98594636.8690784,58916370.05332702,,,14362600093.14351,58916370.05332702,502766.99406181264,98594636.8690784,3228308.8413884416,,21053.894223694,630529.07058368,,7672534.038378969,136916077.9173715,2702585.782262707,,,7672534.038378969,2702585.782262707,21053.894223694,136916077.9173715,630529.07058368
,14/07/2023,1689292800,0,523565.35617863166,3530962.7952686073,15619703066.689053,79011277.60494235,15702768872.445442,,523565.35617863166,3530962.7952686073,,15500411706.750757,119291359.93829583,79011277.60494235,,,15500411706.750757,79011277.60494235,523565.35617863166,119291359.93829583,3530962.7952686073,,20308.97425052877,630529.07058368,,7695796.571614067,137030664.62767097,2682895.674191591,,,7695796.571614067,2682895.674191591,20308.97425052877,137030664.62767097,630529.07058368
,15/07/2023,1689379200,0,499129.6081318689,3417467.562563545,15024591817.920467,73652052.60191838,15102160467.69308,,499129.6081318689,3417467.562563545,,14914143062.555134,110448755.36533353,73652052.60191838,,,14914143062.555134,73652052.60191838,499129.6081318689,110448755.36533353,3417467.562563545,,20306.330680710696,630529.07058368,,7723493.437400704,137104128.76802704,2689994.616578466,,,7723493.437400704,2689994.616578466,20306.330680710696,137104128.76802704,630529.07058368
,16/07/2023,1689465600,0,498846.99665781023,3417467.562563545,15059533081.747787,73801870.39542043,15137251266.702429,,498846.99665781023,3417467.562563545,,14951110681.987337,108422399.76045054,73801870.39542043,,,14951110681.987337,73801870.39542043,498846.99665781023,108422399.76045054,3417467.562563545,,20294.833061749807,630529.07058368,,7731187.040487384,136091759.8155993,2681754.011461498,,,7731187.040487384,2681754.011461498,20294.833061749807,136091759.8155993,630529.07058368
,17/07/2023,1689552000,0,487075.9934819953,3348109.3647993403,14980509920.893818,74128378.61073932,15058473484.862839,,487075.9934819953,3348109.3647993403,,14879268329.560642,101241591.33317511,74128378.61073932,,,14879268329.560642,74128378.61073932,487075.9934819953,101241591.33317511,3348109.3647993403,,20294.833061749803,630529.07058368,,7740789.583527457,132360635.6625185,2664571.481334986,,,7740789.583527457,2664571.481334986,20294.833061749803,132360635.6625185,630529.07058368
,18/07/2023,1689638400,0,499049.9449884277,3385941.1090343613,14929530181.685957,71607844.5421218,15005023017.2821,,499049.9449884277,3385941.1090343613,,14825634395.543219,103895786.14273763,71607844.5421218,,,14825634395.543219,71607844.5421218,499049.9449884277,103895786.14273763,3385941.1090343613,,20294.833061749803,630529.07058368,,7748035.974195163,133609805.14905702,2658049.166374231,,,7748035.974195163,2658049.166374231,20294.833061749803,133609805.14905702,630529.07058368
,19/07/2023,1689724800,0,494171.82218306325,3297667.0391526464,14896094473.084555,67854579.80895445,14967740891.754845,,494171.82218306325,3297667.0391526464,,14795971581.109514,100122891.97503975,67854579.80895445,,,14795971581.109514,67854579.80895445,494171.82218306325,100122891.97503975,3297667.0391526464,,20294.530685136066,630529.07058368,,7752467.360619064,133682562.45332162,2612806.307622428,,,7752467.360619064,2612806.307622428,20294.530685136066,133682562.45332162,630529.07058368
,20/07/2023,1689811200,0,486256.95521586016,3297667.0391526464,14770575704.580889,68899171.26928851,14843258799.844545,,486256.95521586016,3297667.0391526464,,14670356206.663082,100219497.91780661,68899171.26928851,,,14670356206.663082,68899171.26928851,486256.95521586016,100219497.91780661,3297667.0391526464,,20294.530685136066,630529.07058368,,7757906.42439693,133675724.59329085,2607841.456066938,,,7757906.42439693,2607841.456066938,20294.530685136066,133675724.59329085,630529.07058368
,21/07/2023,1689897600,0,471441.9478157108,3385941.1090343613,14791015348.711529,65904100.72523591,14860776832.493612,,471441.9478157108,3385941.1090343613,,14689522135.351072,101493213.36045666,65904100.72523591,,,14689522135.351072,65904100.72523591,471441.9478157108,101493213.36045666,3385941.1090343613,,20294.530685136066,630529.07058368,,7772974.217306978,132894790.51690581,2614204.709450056,,,7772974.217306978,2614204.709450056,20294.530685136066,132894790.51690581,630529.07058368
,22/07/2023,1689984000,0,478257.85110371973,3467909.88821024,14835391791.131832,67679500.43290627,14907017459.304052,,478257.85110371973,3467909.88821024,,14732424639.061518,102967152.07031395,67679500.43290627,,,14732424639.061518,67679500.43290627,478257.85110371973,102967152.07031395,3467909.88821024,,20290.95677147729,630529.07058368,,7774858.903498648,132950046.57358997,2619175.713347766,,,7774858.903498648,2619175.713347766,20290.95677147729,132950046.57358997,630529.07058368
,23/07/2023,1690070400,0,463851.2717959708,3341804.0740935034,14585929515.80598,62927344.4766771,14652662515.628546,,463851.2717959708,3341804.0740935034,,14488375803.988022,97553711.81795877,62927344.4766771,,,14488375803.988022,62927344.4766771,463851.2717959708,97553711.81795877,3341804.0740935034,,20290.95677147729,630529.07058368,,7780330.475028205,131689286.9582738,2588537.411628017,,,7780330.475028205,2588537.411628017,20290.95677147729,131689286.9582738,630529.07058368
,24/07/2023,1690156800,0,472730.9389207108,3404856.981151872,14849261849.193007,64011935.483835325,14917151372.596914,,472730.9389207108,3404856.981151872,,14749073882.206053,100187966.98695281,64011935.483835325,,,14749073882.206053,64011935.483835325,472730.9389207108,100187966.98695281,3404856.981151872,,20047.96178628969,630529.07058368,,7813126.814854907,131719337.0473613,2586340.82762971,,,7813126.814854907,2586340.82762971,20047.96178628969,131719337.0473613,630529.07058368
,25/07/2023,1690243200,0,452081.53828083246,3278751.167035136,14571846866.325811,60508546.42234547,14636086245.453474,,452081.53828083246,3278751.167035136,,14476861791.082193,94985075.24361792,60508546.42234547,,,14476861791.082193,60508546.42234547,452081.53828083246,94985075.24361792,3278751.167035136,,20047.96178628969,630529.07058368,,7831214.6916235415,131126213.2718065,2600281.324552878,,,7831214.6916235415,2600281.324552878,20047.96178628969,131126213.2718065,630529.07058368
,26/07/2023,1690329600,0,444376.7095371802,3177278.284720705,14656750184.825098,60694811.754227914,14721066651.573586,,444376.7095371802,3177278.284720705,,14564445942.302422,92304242.52267732,60694811.754227914,,,14564445942.302422,60694811.754227914,444376.7095371802,92304242.52267732,3177278.284720705,,19776.444572193155,614560.5966577766,,7843884.306950394,130848009.97216924,2608285.851062652,,,7843884.306950394,2608285.851062652,19776.444572193155,130848009.97216924,614560.5966577766
,27/07/2023,1690416000,0,439200.2506246878,3098502.82089489,14767455923.506811,66130007.16249656,14837123633.740828,,439200.2506246878,3098502.82089489,,14673514301.229334,93941622.27747709,66130007.16249656,,,14673514301.229334,66130007.16249656,439200.2506246878,93941622.27747709,3098502.82089489,,19494.019113390492,593582.9158802471,,7850367.440403035,130871816.76238844,2628378.663056302,,,7850367.440403035,2628378.663056302,19494.019113390492,130871816.76238844,593582.9158802471
,28/07/2023,1690502400,0,447699.5816889528,3046647.3665581658,14761837012.511375,66689469.1315696,14832020828.591192,,447699.5816889528,3046647.3665581658,,14666283209.24273,95553803.26864578,66689469.1315696,,,14666283209.24273,66689469.1315696,447699.5816889528,95553803.26864578,3046647.3665581658,,19397.7288426756,582532.9572768959,,7875275.575219474,132700345.61633527,2635947.396504727,,,7875275.575219474,2635947.396504727,19397.7288426756,132700345.61633527,582532.9572768959
,29/07/2023,1690588800,0,343192.9211179554,2832592.693129432,14897392843.303047,66273947.86833123,14966842576.785625,,343192.9211179554,2832592.693129432,,14804764341.44911,92628501.85393775,66273947.86833123,,,14804764341.44911,66273947.86833123,343192.9211179554,92628501.85393775,2832592.693129432,,14722.991038951328,541604.7214396619,,7898570.360789342,130229732.52623862,2657335.519981204,,,7898570.360789342,2657335.519981204,14722.991038951328,130229732.52623862,541604.7214396619
,30/07/2023,1690675200,0,340674.22383431334,2837929.555134869,14971148558.179176,66676678.087908536,15041003840.046055,,340674.22383431334,2837929.555134869,,14877829826.72959,93318731.44958603,66676678.087908536,,,14877829826.72959,66676678.087908536,340674.22383431334,93318731.44958603,2837929.555134869,,14596.153549027991,541589.6097585628,,7912560.803034436,130094493.28340553,2654326.357002728,,,7912560.803034436,2654326.357002728,14596.153549027991,130094493.28340553,541589.6097585628
,31/07/2023,1690761600,0,339179.36237983935,2832238.495056282,14940895402.944822,65020911.920503676,15009087732.722761,,339179.36237983935,2832238.495056282,,14849176138.481464,91719264.46335764,65020911.920503676,,,14849176138.481464,65020911.920503676,339179.36237983935,91719264.46335764,2832238.495056282,,14575.821331320987,539473.9990583394,,7928779.13439704,129851805.31609178,2654998.445100191,,,7928779.13439704,2654998.445100191,14575.821331320987,129851805.31609178,539473.9990583394
,01/08/2023,1690848000,0,334488.9729001812,2749647.251728898,14882143286.679035,63597799.25949107,14948825222.163155,,334488.9729001812,2749647.251728898,,14792488676.119518,89654610.55951688,63597799.25949107,,,14792488676.119518,63597799.25949107,334488.9729001812,89654610.55951688,2749647.251728898,,14574.682915040576,537040.4788533003,,7948720.130747354,129818510.39945103,2659882.863215854,,,7948720.130747354,2659882.863215854,14574.682915040576,129818510.39945103,537040.4788533003
,02/08/2023,1690934400,0,348043.42801116896,2768755.166880409,14928173217.564875,63959654.666109435,14995249670.825874,,348043.42801116896,2768755.166880409,,14837635452.198536,90537765.36633779,63959654.666109435,,,14837635452.198536,63959654.666109435,348043.42801116896,90537765.36633779,2768755.166880409,,14574.682915040576,533478.8375492117,,7952425.4755057,129715097.3622768,2662766.638888819,,,7952425.4755057,2662766.638888819,14574.682915040576,129715097.3622768,533478.8375492117
,03/08/2023,1691020800,0,344251.52121476707,2691504.152523088,14730980518.111338,60550209.85603263,14794566483.64111,,344251.52121476707,2691504.152523088,,14642742680.213503,88237837.89783463,60550209.85603263,,,14642742680.213503,60550209.85603263,344251.52121476707,88237837.89783463,2691504.152523088,,14574.577528144244,532971.1193115026,,7957839.329695824,129788820.14575805,2612174.713375006,,,7957839.329695824,2612174.713375006,14574.577528144244,129788820.14575805,532971.1193115026
,04/08/2023,1691107200,0,336858.40483292297,2656454.230781928,14707725035.780651,59107971.878900945,14769826320.295166,,336858.40483292297,2656454.230781928,,14616193290.254148,91531745.52650298,59107971.878900945,,,14616193290.254148,59107971.878900945,336858.40483292297,91531745.52650298,2656454.230781928,,14513.503008742911,532355.5572709275,,7960542.727034851,136872765.22649145,2609623.482512183,,,7960542.727034851,2609623.482512183,14513.503008742911,136872765.22649145,532355.5572709275
,05/08/2023,1691193600,0,322199.7667940926,2649921.362492456,14709372880.487978,59175318.87857464,14771520320.495838,,322199.7667940926,2649921.362492456,,14618285188.013288,91087692.4746897,59175318.87857464,,,14618285188.013288,59175318.87857464,322199.7667940926,91087692.4746897,2649921.362492456,,14513.503008742911,532112.7233920594,,7992501.469662815,137279291.04683906,2613750.833859304,,,7992501.469662815,2613750.833859304,14513.503008742911,137279291.04683906,532112.7233920594
,06/08/2023,1691280000,0,311041.69454074913,2639351.851685435,14742381090.474535,59134107.5276647,14804465591.548424,,311041.69454074913,2639351.851685435,,14650671114.05451,91709976.42002514,59134107.5276647,,,14650671114.05451,59134107.5276647,311041.69454074913,91709976.42002514,2639351.851685435,,14446.897098966516,531056.7106006911,,7983973.446495937,137353508.90308142,2607323.965064581,,,7983973.446495937,2607323.965064581,14446.897098966516,137353508.90308142,531056.7106006911
,07/08/2023,1691366400,0,313951.64094744006,2649930.404287169,14686714595.817657,60157511.920426205,14749835989.783318,,313951.64094744006,2649930.404287169,,14595030482.815048,91684113.00260943,60157511.920426205,,,14595030482.815048,60157511.920426205,313951.64094744006,91684113.00260943,2649930.404287169,,14335.691367463016,531048.1772118575,,7986336.789502079,137524656.7326901,2608738.591518916,,,7986336.789502079,2608738.591518916,14335.691367463016,137524656.7326901,531048.1772118575
,08/08/2023,1691452800,0,319726.0411728791,2633275.0415717163,14729398750.220877,60398073.49446057,14792749824.798082,,319726.0411728791,2633275.0415717163,,14637724678.906435,91674071.3144419,60398073.49446057,,,14637724678.906435,60398073.49446057,319726.0411728791,91674071.3144419,2633275.0415717163,,14305.415712433069,530902.22612333,,7996702.857138569,137579139.8563218,2610115.535629238,,,7996702.857138569,2610115.535629238,14305.415712433069,137579139.8563218,530902.22612333
,09/08/2023,1691539200,0,321810.75860030844,2680916.586976819,14953235952.075504,63122636.22218547,15019361315.643267,,321810.75860030844,2680916.586976819,,14858869133.454594,94366818.62091123,63122636.22218547,,,14858869133.454594,63122636.22218547,321810.75860030844,94366818.62091123,2680916.586976819,,14277.318482711113,530874.571678578,,8006503.29145922,136617977.40220377,2590177.932793823,,,8006503.29145922,2590177.932793823,14277.318482711113,136617977.40220377,530874.571678578
,10/08/2023,1691625600,0,324808.9954816778,2222318.7568819555,14955167067.757523,62671968.449502565,15020386163.959389,,324808.9954816778,2222318.7568819555,,14856852754.296091,98314313.4614312,62671968.449502565,,,14856852754.296091,62671968.449502565,324808.9954816778,98314313.4614312,2222318.7568819555,,14277.318482711113,440936.2612861023,,8022361.943645867,142768393.76474845,2579093.351831381,,,8022361.943645867,2579093.351831381,14277.318482711113,142768393.76474845,440936.2612861023
,11/08/2023,1691712000,0,325665.6345906405,2198682.9407635853,14988136260.902056,63957788.14160758,15054618397.619017,,325665.6345906405,2198682.9407635853,,14890020605.784794,98115655.11726227,63957788.14160758,,,14890020605.784794,63957788.14160758,325665.6345906405,98115655.11726227,2198682.9407635853,,14277.318482711113,438858.8704118933,,8050095.749936364,142782423.4173286,2587289.164304514,,,8050095.749936364,2587289.164304514,14277.318482711113,142782423.4173286,438858.8704118933
,12/08/2023,1691798400,0,315983.51495333685,2196555.6243857183,15026716547.932508,64107973.72207522,15093337060.793922,,315983.51495333685,2196555.6243857183,,14929726490.238398,96990057.69410996,64107973.72207522,,,14929726490.238398,64107973.72207522,315983.51495333685,96990057.69410996,2196555.6243857183,,14087.539676920947,438434.2563644148,,8070166.049675078,142207488.3496815,2593364.632770033,,,8070166.049675078,2593364.632770033,14087.539676920947,142207488.3496815,438434.2563644148
,13/08/2023,1691884800,0,328239.6744722581,2209708.652076651,15052674938.309874,64467396.44262821,15119680283.079052,,328239.6744722581,2209708.652076651,,14956392920.748245,96282017.56162742,64467396.44262821,,,14956392920.748245,64467396.44262821,328239.6744722581,96282017.56162742,2209708.652076651,,14087.539676920947,438434.2563644148,,8085498.232626716,141199995.2508453,2593217.877820926,,,8085498.232626716,2593217.877820926,14087.539676920947,141199995.2508453,438434.2563644148
,14/08/2023,1691971200,0,333170.3133591804,2184267.934191959,14995678171.960428,63128324.81059138,15061323935.01857,,333170.3133591804,2184267.934191959,,14899913938.22691,95764233.73351815,63128324.81059138,,,14899913938.22691,63128324.81059138,333170.3133591804,95764233.73351815,2184267.934191959,,14087.539676920947,437729.0449282483,,8099231.893886898,141217897.0339332,2598942.972852671,,,8099231.893886898,2598942.972852671,14087.539676920947,141217897.0339332,437729.0449282483
,15/08/2023,1692057600,0,331620.6839947191,2171164.996030552,15054282572.294092,65563763.22609726,15122349121.200214,,331620.6839947191,2171164.996030552,,14958549963.16385,95732609.13024227,65563763.22609726,,,14958549963.16385,65563763.22609726,331620.6839947191,95732609.13024227,2171164.996030552,,14087.539676920947,435976.9068334441,,8107307.561861529,141257291.57295847,2601736.635956241,,,8107307.561861529,2601736.635956241,14087.539676920947,141257291.57295847,435976.9068334441
,16/08/2023,1692144000,0,322666.7583315979,2095563.364921667,14960350483.158564,62173718.779809795,15024942432.061626,,322666.7583315979,2095563.364921667,,14871154835.732006,89195647.42655824,62173718.779809795,,,14871154835.732006,62173718.779809795,322666.7583315979,89195647.42655824,2095563.364921667,,14077.956297190134,434764.1835937068,,8131646.344997817,140407875.5449465,2600322.8264245,,,8131646.344997817,2600322.8264245,14077.956297190134,140407875.5449465,434764.1835937068
,17/08/2023,1692230400,0,308025.6837825201,1995479.6379013634,14674011705.658182,60374351.97221282,14736689562.95208,,308025.6837825201,1995479.6379013634,,14587238195.986414,86773509.67176886,60374351.97221282,,,14587238195.986414,60374351.97221282,308025.6837825201,86773509.67176886,1995479.6379013634,,14077.956297190134,430060.266789087,,8146564.389582494,139896576.60106963,2627256.395657651,,,8146564.389582494,2627256.395657651,14077.956297190134,139896576.60106963,430060.266789087
,18/08/2023,1692316800,0,283807.8417696452,1885399.2840123656,13892150386.224216,57781853.01991359,13952101446.369911,,283807.8417696452,1885399.2840123656,,13813534484.692513,78615901.53170395,57781853.01991359,,,13813534484.692513,57781853.01991359,283807.8417696452,78615901.53170395,1885399.2840123656,,13611.886895426627,423685.2323623293,,8166295.888747177,136718551.58377787,2639646.09501661,,,8166295.888747177,2639646.09501661,13611.886895426627,136718551.58377787,423685.2323623293
,19/08/2023,1692403200,0,279315.9190941544,1613103.9138554442,13723079024.124249,56785647.16626685,13781757091.123465,,279315.9190941544,1613103.9138554442,,13643763545.942131,79315478.18211785,56785647.16626685,,,13643763545.942131,56785647.16626685,279315.9190941544,79315478.18211785,1613103.9138554442,,13611.886895426627,356881.3968706735,,8180940.516229729,136534017.8477243,2636288.16927887,,,8180940.516229729,2636288.16927887,13611.886895426627,136534017.8477243,356881.3968706735
,20/08/2023,1692489600,0,277274.1360598404,1612988.436716943,13810142866.024916,57903766.678225584,13869936895.275919,,277274.1360598404,1612988.436716943,,13731047645.857174,79095220.16774192,57903766.678225584,,,13731047645.857174,57903766.678225584,277274.1360598404,79095220.16774192,1612988.436716943,,13611.886895426625,356855.8488311821,,8198668.278325745,136636332.20310798,2644007.610877881,,,8198668.278325745,2644007.610877881,13611.886895426625,136636332.20310798,356855.8488311821
,21/08/2023,1692576000,0,277701.7192974606,1616505.849771461,13894456590.29469,56932846.776796475,13953283644.640554,,277701.7192974606,1616505.849771461,,13816992873.38889,77463716.90579939,56932846.776796475,,,13816992873.38889,56932846.776796475,277701.7192974606,77463716.90579939,1616505.849771461,,13579.546175914942,356844.5584484461,,8210081.746352427,134595445.77311242,2637000.777063292,,,8210081.746352427,2637000.777063292,13579.546175914942,134595445.77311242,356844.5584484461
,22/08/2023,1692662400,0,263796.6746353333,1587668.7503113067,13853810633.744307,55917825.306117326,13911579924.47537,,263796.6746353333,1587668.7503113067,,13778822068.086285,74988565.65802221,55917825.306117326,,,13778822068.086285,55917825.306117326,263796.6746353333,74988565.65802221,1587668.7503113067,,13479.646123420198,356779.494451979,,8261526.695218509,134627448.183908,2637633.269156478,,,8261526.695218509,2637633.269156478,13479.646123420198,134627448.183908,356779.494451979
,23/08/2023,1692748800,0,260561.5595657124,1538240.6587976217,13665781398.44829,54081118.019297875,13721661318.685953,,260561.5595657124,1538240.6587976217,,13592612228.099457,73169170.34883256,54081118.019297875,,,13592612228.099457,54081118.019297875,260561.5595657124,73169170.34883256,1538240.6587976217,,13479.646123420198,348018.248596747,,8328704.444859412,132678793.54465573,2632965.823724337,,,8328704.444859412,2632965.823724337,13479.646123420198,132678793.54465573,348018.248596747
